,tweet,label
3897,brasilian doctor discover cure covid NUM,fake
3898,today NUM maharashtra high active co vid case NUM co vid co vid co vid co vid co vid india co vid update corona update corona coronavirus coronavirus india coronavirus update coronavirus pandemic,real
3899,bihar state lockdown till NUM july NUM may call NUM refer follow link detail co vid co vid co vid co vid coronavirus india coronavirus,real
3900,covid NUM mean ‘ certificate identification vaccination artificial intelligence,fake
3901,mosquito season dengue rise co vid mosquito spread coronavirus fact check,fake
3902,elderly parent ’ guide get coronavirus advice wrong,fake
3903,widely available steroid reduce covid NUM death one third severely ill patient study show,fake
3904,aamir khan donate NUM cr pm relief care fund,fake
3905,NUM state report NUM case NUM south,real
3906,recently contact covid NUM cough high fever inside burn loss smell taste take arsenicum album NUM twice day morning night NUM day one dose night next NUM day one dose NUM day cure homeopathy wondrous,fake
3907,response pandemic pennsylvania governor tom wolf shut nonessential business limited gathering may federal judge ’ rule covid restriction unconstitutional violate first fourteenth amendment,real
3908,five new case co vid report nigeria NUM fct amp NUM oyo state NUM NUM pm NUM th march NUM case confirm co vid report nigeria NUM discharge NUM death,real
3909,daily update publish state report NUM k test NUM k case NUM death low figure tuesday report likely impact holiday weekend wa report number today state website due local storm,real
3910,want share new resource follower project knowledge base sars cov NUM antibody test thanks friend free pro plan product indispensable building knowledge base,real
3911,video show celebration tunisian hospital tunisia free covid NUM,fake
3912,say president donald trump sell coronavirus theme commemorative coin white house gift shop,fake
3913,daily update publish ’ track NUM million test NUM k yesterday NUM k positive note track test state report state report test detail see,real
3914,photo show muslim tamil nadu state india float lockdown rule ramzan offer night prayer,fake
3915,india fight corona india high recover case world india contributes NUM share total co vid case however term recover case india share NUM total recover case secretary stay safe,real
3916,video huge crowd maintain social distance india institute medical science aiims patna city state bihar,fake
3917,texas report yesterday number NUM day ’ also change method counting death comprehensive slow method read complex accounting covid NUM death recent blog post,real
3918,coronavirus NUM briton antibody level wane two month sage warns,real
3919,’ safe put face cover pet use disinfectant meant animal risk animal spread co vid consider low protect pet limit contact w people amp animal outside household learn,real
3920,hcps attend today ’ coca call telehealth amp health equity consideration address health disparity covid NUM pandemic NUM pm et learn co vid,real
3921,india fight corona centre exhorts state proactively curb chain transmission bring mortality NUM,real
3922,avifavir world ’ first favipiravir base drug approve treatment covid NUM deliver saudi arabia brazil bulgaria serbia argentina chile colombia ecuador el salvador honduras kuwait panama paraguay slovakia south africa uae,fake
3923,india fight corona conduct close NUM crore co vid test NUM crore co vid test conduct last week alone,real
3924,video claim food packaging worker restaurant viciously blow air mouth plastic food bag coronavirus continue spread,fake
3925,cdc say make mistake � reduce count florida covid NUM case NUM NUM,fake
3926,u president donald trump want ruin american use coronavirus weapon thousand people protest street,fake
3927,difficult time cop co vid feeling lonely anxious deal grief loss help available national suicide prevention lifeline NUM NUM NUM learn,real
3928,thought lancet nejm co vid retraction,real
3929,india surpass russia become third worst affect country worldwide united state brazil john hopkins university maharashtra government allow reopen hotel lodge outside containment zone NUM july co vid coronavirus fact,fake
3930,logo covid NUM test facility depicts anubis egyptian god death,fake
3931,also report bug rolling average line previous chart case calculate long time period make change hard see regret error,real
3932,rise death concentrate state large outbreak texas california florida report single high day death entire pandemic today,real
3933,public health authority deploy emotionally absent father teach social distancing corona outbreak co vid,fake
3934,india fight corona india one low global co vid fatality rate dr vinod paul member health apprises gom vaccine development india,real
3935,peep tom thrives million order shelter place coronavirus privacy co vid peeping tom,fake
3936,covid NUM number NUM cause death u,real
3937,india fight corona india scale new height co vid test NUM lakh test conduct last NUM hour,real
